name,dice_disc,dice_cup,iou_disc,iou_cup,pred_vcdr,gt_vcdr,pred_hcdr,gt_hcdr,pred_acdr,gt_acdr,disc_detected,cup_detected,overall_dice,abs_vcdr_error,source
REFUGE1-train-54,0.9451548735346674,0.8530682799977067,0.8960129310183906,0.7437829690471904,0.5,0.4302,0.5256,0.4217,0.266,0.1773,True,True,0.899111576766187,0.06979999999999997,REFUGE1-train
ORIGA-569,0.9840182648308217,0.7471947194472873,0.9685393258245593,0.5964172813173647,0.4405,0.5904,0.519,0.5875,0.2275,0.3484,True,True,0.8656064921390545,0.14990000000000003,ORIGA
ORIGA-192,0.9680120972319645,0.5215281988768024,0.9380072136848961,0.3527481541958369,0.5,0.3289,0.5493,0.3425,0.271,0.1154,True,True,0.7447701480543834,0.17109999999999997,ORIGA
REFUGE1-val-21,0.9671791516632081,0.9070723683837553,0.9364442567369838,0.8299473287562116,0.4615,0.5125,0.5342,0.5395,0.2504,0.279,True,True,0.9371257600234817,0.050999999999999934,REFUGE1-val
ORIGA-277,0.9761006289220475,0.9695945945763965,0.9533169533002226,0.9409836065230972,0.6344,0.6703,0.7179,0.75,0.4556,0.5029,True,True,0.972847611749222,0.03590000000000004,ORIGA
G1020-852,0.9149355572264605,0.7255956955629826,0.8432084963431189,0.5693606754439855,0.4265,0.4242,0.4754,0.4688,0.2005,0.1941,True,True,0.8202656263947216,0.0022999999999999687,G1020
G1020-29,0.9571953520612057,0.6486090775513463,0.917904761887278,0.47995666300325496,0.2738,0.4096,0.3421,0.4533,0.0895,0.1804,True,True,0.802902214806276,0.13580000000000003,G1020
ORIGA-11,0.9803921568490142,0.9374271278298707,0.9615384615120457,0.8822238477774524,0.5821,0.6269,0.5942,0.597,0.3517,0.3691,True,True,0.9589096423394424,0.04480000000000006,ORIGA
REFUGE1-val-127,0.9573326520061659,0.9312809235331896,0.9181573143612312,0.8713991768650824,0.4286,0.45,0.5231,0.5397,0.2257,0.239,True,True,0.9443067877696778,0.02140000000000003,REFUGE1-val
ORIGA-412,0.9027491408779597,0.5720207253293242,0.8227372376817182,0.40058055146580834,0.4348,0.2951,0.5085,0.3455,0.2158,0.1051,True,True,0.737384933103642,0.13970000000000005,ORIGA
REFUGE1-train-81,0.950198594551887,0.8572289156368305,0.905122235139598,0.750131786992613,0.5412,0.5581,0.5915,0.6486,0.3248,0.3508,True,True,0.9037137550943588,0.016900000000000026,REFUGE1-train
ORIGA-293,0.9542195256375706,0.8591065291827833,0.9124472573647163,0.7530120481515327,0.6,0.5256,0.6533,0.5972,0.386,0.3173,True,True,0.906663027410177,0.07440000000000002,ORIGA
ORIGA-18,0.9591280653837325,0.9455665867529762,0.9214659685654117,0.896753246695016,0.5775,0.5833,0.5769,0.625,0.3297,0.3635,True,True,0.9523473260683544,0.005800000000000027,ORIGA
PAPILA-453,0.9647992067367079,0.4454545454292355,0.931992337153592,0.28654970758139253,0.3805,0.2389,0.4301,0.2198,0.1665,0.0495,True,True,0.7051268760829718,0.1416,PAPILA
REFUGE1-train-52,0.9673115410144455,0.9122401847048359,0.9366925064357444,0.8386411888706325,0.473,0.4444,0.5152,0.4848,0.2436,0.2178,True,True,0.9397758628596407,0.02859999999999996,REFUGE1-train
G1020-725,0.9478326996053562,0.7397660817631921,0.9008383925729738,0.587006960420648,0.2941,0.3385,0.3231,0.3559,0.0958,0.1131,True,True,0.8437993906842742,0.04440000000000005,G1020
G1020-432,0.9691940434128771,0.8316666665973611,0.940229378011905,0.7118402281438174,0.3766,0.3514,0.411,0.3333,0.1595,0.1133,True,True,0.9004303550051191,0.0252,G1020
REFUGE1-train-4,0.9045078196705703,0.8621877691273822,0.8256634195221477,0.7577592732204572,0.6034,0.6508,0.6727,0.6557,0.4101,0.4414,True,True,0.8833477943989763,0.0474,REFUGE1-train
REFUGE1-train-239,0.9520946834402395,0.8769539077804829,0.9085693796896994,0.7808708065110014,0.494,0.4186,0.5513,0.4699,0.2746,0.1973,True,True,0.9145242956103612,0.07539999999999997,REFUGE1-train
G1020-539,0.9558431671016764,0.9496124030639685,0.9154210718024897,0.9040590405236856,0.5,0.4886,0.5135,0.4684,0.2585,0.2336,True,True,0.9527277850828224,0.011400000000000021,G1020
PAPILA-429,0.8254722585146076,0.7765293382301461,0.7028120574407686,0.634693877421491,0.3023,0.253,0.3243,0.35,0.0995,0.089,True,True,0.8010007983723768,0.04930000000000001,PAPILA
G1020-469,0.9514680902578079,0.8562717769661903,0.9074288358966113,0.748667174352729,0.5333,0.5132,0.5634,0.4776,0.305,0.2517,True,True,0.9038699336119991,0.020100000000000007,G1020
